"chr","pos","strand","Name","Probe_rs","Probe_maf","CpG_rs","CpG_maf","SBE_rs","SBE_maf","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Phantom","DMR","Enhancer","HMM_Island","Regulatory_Feature_Name","Regulatory_Feature_Group","DHS","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"cg19224164","chr4",2966384,"+","cg19224164",NA,NA,NA,NA,NA,NA,"chr4:2964459-2966014","S_Shore","GRK4;NOP14;GRK4;GRK4","NM_001004057;NM_003703;NM_182982;NM_001004056","Body;TSS1500;Body;Body","","RDMR","","","","","",-0.594128817437247,-2.8019460132298,-5.32171765281205,3.31292222899896e-06,0.00438559452209303,4.35644664366812
"cg10836733","chr12",7793353,"-","cg10836733",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","12:7684279-7684792","12:7792842-7793770","Unclassified_Cell_type_specific","",0.501546747698844,0.707030393344983,5.31980468956146,3.33416066413011e-06,0.00438559452209303,4.35065712457214
"cg14021478","chr6",33384537,"-","cg14021478",NA,NA,NA,NA,NA,NA,"chr6:33385678-33386262","N_Shore","CUTA;CUTA;CUTA;CUTA;CUTA","NM_001014433;NM_001014840;NM_015921;NM_001014838;NM_001014837","Body;Body;Body;Body;Body","","","","","","","",0.546433446403098,0.906823664446199,5.31962377012928,3.33617627050825e-06,0.00438559452209303,4.35010959410354
"cg24392955","chr12",54454325,"-","cg24392955",NA,NA,NA,NA,NA,NA,"chr12:54454249-54454458","Island","FLJ12825","NR_026655","Body","","","TRUE","12:52740545-52740743","","","",-0.439874269157176,-0.585605242117783,-5.31776257873012,3.35698187154798e-06,0.00438687652071238,4.344477088727
"cg16278496","chr14",98444476,"+","cg16278496",NA,NA,NA,NA,NA,NA,"","OpenSea","C14orf64","NR_015430","TSS200","","","","","14:98444107-98445301","Unclassified_Cell_type_specific","",0.795286944502901,0.628549454270523,5.31627779693453,3.3736718918597e-06,0.00438687652071238,4.33998392030534
"cg01806192","chr3",73010941,"-","cg01806192","rs1388276",0.386606,NA,NA,NA,NA,"","OpenSea","GXYLT2","NM_001080393","Body","","","TRUE","","","","",0.459083006071249,1.07999508039807,5.31624032733336,3.37409413935688e-06,0.00438687652071238,4.33987053421384
"cg00817502","chr4",119758193,"-","cg00817502","rs67882376",0.13458,NA,NA,NA,NA,"chr4:119757033-119757811","S_Shore","SEC24D","NM_014822","TSS1500","","","","","","","",-0.408143843781158,0.899095333732791,-5.3125280383763,3.41618886800098e-06,0.00442545528465822,4.32863744012977
"cg16493584","chr6",130544832,"-","cg16493584",NA,NA,NA,NA,NA,NA,"","OpenSea","SAMD3","NM_001017373","TSS1500","","","","","6:130544024-130545079","Unclassified","",0.931534769433325,1.67663963639429,5.30810574424094,3.46701428022901e-06,0.00445124375513661,4.31525747618258
"cg01707330","chr6",30290408,"-","cg01707330","rs6906364",0.05,NA,NA,NA,NA,"chr6:30294169-30295071","N_Shelf","HCG18;HCG18","NR_024052;NR_024053","Body;Body","","","","","","","",0.669460311585816,1.70483437091398,5.3076288662442,3.47253959828485e-06,0.00445124375513661,4.31381474914073
"cg25857569","chr3",160717237,"-","cg25857569","rs11719452",0.034044,NA,NA,NA,NA,"","OpenSea","PPM1L","NM_139245","Body","","","TRUE","","","","",0.674081426585244,1.93914468015304,5.30605314959579,3.49085866867176e-06,0.00445124375513661,4.30904778132384
"cg15171154","chr3",30722557,"+","cg15171154",NA,NA,NA,NA,NA,NA,"","OpenSea","TGFBR2;TGFBR2","NM_001024847;NM_003242","Body;Body","","","TRUE","","","","",0.719019558353956,2.123643417799,5.30584723049412,3.49325972079679e-06,0.00445124375513661,4.30842483645124
"cg17809377","chr5",176326619,"+","cg17809377","rs691866",0.112872,NA,NA,NA,NA,"","OpenSea","HK3","NM_002115","TSS1500","","","TRUE","","","","",-0.69142907556375,-1.95315521628179,-5.30539226416075,3.49857051028997e-06,0.00445124375513661,4.30704848890298
"cg04462561","chr13",24837937,"-","cg04462561",NA,NA,NA,NA,NA,NA,"","OpenSea","SPATA13;SPATA13","NM_001166271;NM_153023","Body;Body","","","TRUE","","","","",0.709759751980504,1.27581304996461,5.30121471495446,3.54771026859003e-06,0.00449770122645501,4.29441156353056
"cg05692819","chr2",149432332,"+","cg05692819",NA,NA,NA,NA,NA,NA,"","OpenSea","EPC2","NM_015630","Body","","","TRUE","","","","",0.518746314975511,0.529561868678948,5.29847187698233,3.58034507395343e-06,0.00452110199813463,4.28611541524365
"cg16456087","chr3",16343197,"+","cg16456087",NA,NA,NA,NA,NA,NA,"","OpenSea","OXNAD1","NM_138381","Body","","","TRUE","","3:16343085-16343239","Promoter_Associated_Cell_type_specific","",0.668252108485759,0.547609132045414,5.29753582129952,3.59155038097967e-06,0.00452110199813463,4.28328431776015
"cg05625559","chr5",6775922,"-","cg05625559","rs142172598",0.0183,NA,NA,NA,NA,"","OpenSea","","","","","","","5:6828901-6828962","","","",0.849006771033976,-2.76044850587033,5.29505610316761,3.62140274647109e-06,0.00452748940506867,4.27578479137779
"cg22620363","chr10",80826794,"+","cg22620363","rs77911174",0.132812,NA,NA,NA,NA,"chr10:80827070-80830537","N_Shore","LOC283050;LOC283050;LOC283050","NR_024431;NR_024429;NR_015429","Body;Body;Body","","","","10:80496693-80498243","","","",-0.941752958476521,-3.70280356581057,-5.29500319492629,3.62204235973717e-06,0.00452748940506867,4.27562478444983
"cg07830269","chr1",240363446,"+","cg07830269",NA,NA,NA,NA,NA,NA,"","OpenSea","FMN2","NM_020066","Body","","","TRUE","","","","",0.520787799197461,1.24916432659895,5.29232336434565,3.65458594488115e-06,0.00455219569907058,4.26752067257079
"cg02981078","chr12",88428011,"+","cg02981078",NA,NA,NA,NA,NA,NA,"chr12:88429105-88429606","N_Shore","C12orf29","NM_001009894","TSS1500","","","","","","","",0.802052422500033,1.70925640050905,5.28942306491587,3.69013337057573e-06,0.00456028354696699,4.25875055626917
"cg18338046","chr5",133452188,"-","cg18338046",NA,NA,NA,NA,NA,NA,"chr5:133449320-133451260","S_Shore","TCF7;TCF7;TCF7;TCF7;TCF7;TCF7;TCF7","NM_213648;NM_201634;NM_201632;NM_003202;NM_201633;NM_001134852;NM_001134851","Body;Body;Body;Body;Body;Body;Body","","","","","5:133452135-133452327","Promoter_Associated","",0.615780554141073,0.604980554146634,5.28878564785504,3.69799165211631e-06,0.00456028354696699,4.25682319301266
"cg07509155","chr1",24514412,"-","cg07509155",NA,NA,NA,NA,NA,NA,"chr1:24513540-24514477","Island","IL28RA;IL28RA;IL28RA","NM_173065;NM_173064;NM_170743","TSS1500;TSS1500;TSS1500","","","","1:24386622-24387064","1:24513391-24514587","Unclassified","",-0.455513239824961,-1.1053601289482,-5.28831685127893,3.70378170511449e-06,0.00456028354696699,4.25540571205067
"cg11465943","chr11",60833378,"+","cg11465943",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","11:60589954-60590110","","","",0.706105906862569,1.49398445733895,5.28762985721117,3.71228291939656e-06,0.00456028354696699,4.25332851174501
"cg12324353","chr5",1269197,"+","cg12324353",NA,NA,NA,NA,NA,NA,"chr5:1270778-1271101","N_Shore","TERT;TERT","NM_198255;NM_198253","Body;Body","","","","5:1322148-1322343","","","",0.49240094323685,2.53616213136216,5.28656926684237,3.72544517898235e-06,0.0045607258343181,4.25012178577156
"cg25939861","chr2",87020937,"+","cg25939861",NA,NA,NA,NA,NA,NA,"chr2:87015974-87018182","S_Shelf","CD8A","NM_001145873","5'UTR","","RDMR","","","","","",0.656951221116441,1.93668333972768,5.28279291353381,3.77268740722983e-06,0.00460274323763216,4.23870468988064
"cg06569117","chr2",217657537,"-","cg06569117",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-0.760479417815938,2.56107568138378,-5.28038584660954,3.80310905928688e-06,0.00462402248063364,4.23142804399401
"cg02621988","chr17",2498631,"+","cg02621988",NA,NA,NA,NA,NA,NA,"chr17:2496493-2498023","S_Shore","PAFAH1B1","NM_000430","5'UTR","","RDMR","","","17:2498385-2498735","Promoter_Associated","",0.402049581154494,-1.013834325582,5.2787802088122,3.82353686123017e-06,0.00463304724193518,4.22657443674497
"cg02516189","chr9",139268092,"+","cg02516189",NA,NA,NA,NA,NA,NA,"chr9:139265191-139265890","S_Shelf","CARD9;CARD9;CARD9;CARD9","NM_052813;NM_052813;NM_052814;NM_052814","1stExon;5'UTR;1stExon;5'UTR","low-CpG:138387867-138387971","","","","9:139267114-139268284","Unclassified","",-0.685166359726283,-1.43408831957619,-5.27630532276335,3.85523680069813e-06,0.00464088420678255,4.21909367708159
"cg05226008","chr8",13372132,"+","cg05226008",NA,NA,NA,NA,NA,NA,"","OpenSea","DLC1;DLC1;DLC1;DLC1","NM_024767;NM_182643;NM_024767;NM_182643","1stExon;1stExon;5'UTR;5'UTR","","","","","","","",0.556943956427825,-2.19730722591829,5.27589456593935,3.86052317174165e-06,0.00464088420678255,4.21785214924119
"cg01890417","chr1",91488275,"+","cg01890417",NA,NA,NA,NA,NA,NA,"chr1:91487158-91487807","S_Shore","ZNF644;ZNF644;ZNF644","NM_032186;NM_201269;NM_016620","TSS1500;TSS1500;TSS1500","","","","","","","",0.791596642349979,2.01667963872396,5.275230390894,3.86908618903961e-06,0.00464088420678255,4.21584468782384
"cg23565027","chr8",11021173,"+","cg23565027",NA,NA,NA,NA,NA,NA,"","OpenSea","XKR6","NM_173683","Body","","","TRUE","","","","",0.816774338439735,1.97340067452531,5.27316133233905,3.89588274966739e-06,0.00464108692092288,4.20959123971277
"cg13512268","chr7",27183973,"-","cg13512268",NA,NA,NA,NA,NA,NA,"chr7:27182613-27185562","Island","HOXA5","NM_019102","TSS1500","","CDMR","","","7:27182652-27184498","Unclassified","",1.01772399215997,3.35738790935028,5.27232699410127,3.90674027764364e-06,0.00464108692092288,4.20706967634779
"cg04077692","chr1",243570771,"+","cg04077692",NA,NA,NA,NA,NA,NA,"","OpenSea","SDCCAG8","NM_006642","Body","","","TRUE","","","","",0.644330186501134,2.19135329744413,5.27220436804171,3.90833857675719e-06,0.00464108692092288,4.2066990773595
"cg16093065","chr22",40720633,"+","cg16093065",NA,NA,NA,NA,NA,NA,"","OpenSea","TNRC6B;TNRC6B;TNRC6B","NM_001162501;NM_001024843;NM_015088","3'UTR;3'UTR;3'UTR","low-CpG:39050575-39050593","","TRUE","","22:40720429-40721643","Promoter_Associated_Cell_type_specific","",0.73405759501519,1.84261297402304,5.26794606248246,3.96424461536277e-06,0.00468153910407885,4.19383053232812
"cg14053764","chr14",55761432,"+","cg14053764",NA,NA,NA,NA,NA,NA,"chr14:55765300-55765575","N_Shelf","FBXO34;FBXO34","NM_017943;NM_152231","5'UTR;5'UTR","","","","","","","",0.714099440175655,1.01660999562928,5.26756500933418,3.96928579429185e-06,0.00468153910407885,4.19267907572288
"cg21493516","chr12",54446033,"+","cg21493516",NA,NA,NA,NA,NA,NA,"chr12:54445876-54446113","Island","HOXC4","NM_014620","5'UTR","","RDMR","","12:52732262-52732368","12:54445573-54446110","Unclassified_Cell_type_specific","",-1.16575292740739,-2.99669686096813,-5.26628145401169,3.98631347558526e-06,0.00468153910407885,4.18880055960272
"cg26234900","chr6",32820214,"+","cg26234900",NA,NA,NA,NA,NA,NA,"chr6:32820849-32822370","N_Shore","TAP1","NM_000593","Body","","","","","","","",0.821233437785046,1.30985837078604,5.26459273310035,4.00882635406048e-06,0.00468153910407885,4.18369798697961
"cg15718811","chr8",120427810,"-","cg15718811",NA,NA,NA,NA,NA,NA,"chr8:120428398-120429178","N_Shore","NOV","NM_002514","TSS1500","","","","","","","",0.760725697824958,3.28313965976739,5.26215689835422,4.04152124192628e-06,0.00468153910407885,4.17633842899355
"cg13603599","chr11",67251939,"-","cg13603599",NA,NA,NA,NA,NA,NA,"chr11:67250344-67250864","S_Shore","AIP","NM_003977","Body","","CDMR","","","11:67251497-67252257","Promoter_Associated","",0.648516553912081,0.613919089776583,5.26204734652512,4.04299788667452e-06,0.00468153910407885,4.17600744530079
"cg08327038","chr16",69200251,"-","cg08327038",NA,NA,NA,NA,NA,NA,"","OpenSea","CIRH1A","NM_032830","Body","","","TRUE","","","","",0.732696424928121,1.48830037699881,5.26186748778793,4.04542335434793e-06,0.00468153910407885,4.1754640491289
"cg10228555","chr16",3088480,"+","cg10228555","rs116390273",0.012163,NA,NA,NA,NA,"chr16:3086283-3086968","S_Shore","","","","","","","","","","TRUE",-0.69259458659912,-0.490678940845187,-5.26151842307612,4.05013474630603e-06,0.00468153910407885,4.17440944988828
"cg20152088","chr1",181616694,"+","cg20152088","rs73059770",0.012809,NA,NA,NA,NA,"","OpenSea","CACNA1E","NM_000721","Body","","","TRUE","","","","",0.492641864350658,1.31338471026382,5.26073886833885,4.0606761727473e-06,0.00468153910407885,4.17205428893893
"cg14746387","chr5",172879299,"-","cg14746387","rs11134801",0.359844,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-0.76452422262438,-0.561481026403769,-5.25896655514399,4.08474327022534e-06,0.0046940947300046,4.16670005434458
"cg22230912","chr3",16331335,"-","cg22230912",NA,NA,NA,NA,NA,NA,"","OpenSea","OXNAD1","NM_138381","Body","","","TRUE","","","","",0.723507309050887,0.90929588433983,5.25706181440671,4.11076618308406e-06,0.00470880996428547,4.16094607667888
"cg03208489","chr11",63647865,"+","cg03208489",NA,NA,NA,NA,NA,NA,"","OpenSea","MARK2;MARK2;MARK2;MARK2","NM_004954;NM_001039469;NM_001163297;NM_001163296","Body;Body;Body;Body","","","TRUE","","","","TRUE",0.471294798711822,2.17503548096468,5.25419845252563,4.15019519597437e-06,0.0047332224214613,4.15229686532007
"cg19543968","chr22",39190571,"+","cg19543968",NA,NA,NA,NA,NA,NA,"chr22:39189721-39190119","S_Shore","DNAL4","NM_005740","TSS1500","","","","","22:39189712-39190745","Promoter_Associated","",0.58597266878308,-0.297165202387802,5.25358789710368,4.15865097872921e-06,0.0047332224214613,4.15045269101896
"cg21815337","chr3",4348344,"-","cg21815337",NA,NA,NA,NA,NA,NA,"chr3:4345005-4345342","S_Shelf","SETMAR;SETMAR","NM_006515;NR_024022","Body;Body","","","","","","","",0.80728633439109,1.97645540483158,5.25131656123155,4.19025752261813e-06,0.00475400729664044,4.14359245954256
"cg00031162","chr17",7453377,"-","cg00031162",NA,NA,NA,NA,NA,NA,"chr17:7452150-7452645","S_Shore","TNFSF12;TNFSF12-TNFSF13","NM_003809;NM_172089","Body;Body","","","TRUE","","17:7451854-7453481","Unclassified","TRUE",0.559777065123055,1.36568330291402,5.24890776195898,4.22403686900663e-06,0.00476447737213598,4.13631757119759
"cg09259235","chr10",128110754,"-","cg09259235","rs4362070",0.000417,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-0.731539252467718,2.4198117756979,-5.24875172278092,4.2262343319765e-06,0.00476447737213598,4.13584633139224
"cg02518338","chr17",47929557,"-","cg02518338",NA,NA,NA,NA,NA,NA,"chr17:47928266-47929357","S_Shore","","","","","","","","17:47928116-47929640","Promoter_Associated","TRUE",0.459849405110493,2.87483574680653,5.24559615571861,4.27091717235971e-06,0.00479966210746777,4.12631698328838
"cg23677291","chr11",56923527,"+","cg23677291",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-0.648701297198276,-1.44570146294004,-5.24424896209306,4.29013564028464e-06,0.00480609865148805,4.12224894449533
"cg07019638","chr11",64635774,"+","cg07019638",NA,NA,NA,NA,NA,NA,"","OpenSea","EHD1","NM_006795","Body","","","","11:64392254-64392478","","","",0.905763135165843,2.47523005879865,5.23941444685331,4.35981041302639e-06,0.0048537900116412,4.10765187585745
"cg16317457","chr11",123173103,"+","cg16317457",NA,NA,NA,NA,NA,NA,"chr11:123172454-123173104","Island","","","","","","TRUE","11:122677665-122678314","","","",-0.503464073281467,0.000867807395529524,-5.23932842659353,4.36106022408744e-06,0.0048537900116412,4.10739217124963
"cg27470486","chr17",40073688,"+","cg27470486",NA,NA,NA,NA,NA,NA,"chr17:40074291-40075380","N_Shore","ACLY;ACLY","NM_001096;NM_198830","5'UTR;5'UTR","","RDMR","","","","","",0.374700633201452,1.0465263412944,5.23846796435934,4.37358164672297e-06,0.0048537900116412,4.10479438031016
"cg22999502","chr2",87052595,"-","cg22999502",NA,NA,NA,NA,NA,NA,"","OpenSea","CD8B;CD8B;CD8B","NM_172213;NM_172101;NM_172102","Body;Body;Body","","","","","","","",0.870702066156172,1.4208971136692,5.23339728277759,4.44809636709609e-06,0.00491737911424316,4.08948711039676
"cg08684879","chr12",5369360,"+","cg08684879",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.627520988260885,-1.03782805249181,5.23269694370175,4.45848630549352e-06,0.00491737911424316,4.08737313583693
"cg11177980","chr1",41982115,"-","cg11177980",NA,NA,NA,NA,NA,NA,"chr1:41981788-41982043","S_Shore","HIVEP3;HIVEP3","NM_024503;NM_001127714","Body;Body","","","TRUE","1:41754496-41755003","1:41981453-41983086","Unclassified","",-0.551360543388855,-0.962763316274454,-5.22715201043518,4.54160136080947e-06,0.00498635558715719,4.07063742355573
"cg04516672","chr10",126411663,"+","cg04516672",NA,NA,NA,NA,NA,NA,"","OpenSea","FAM53B","NM_014661","5'UTR","","","TRUE","","10:126411514-126412277","Promoter_Associated","",0.710699458427602,0.429316918379254,5.22666198953372,4.54901982014088e-06,0.00498635558715719,4.06915858660827
"cg19478500","chr6",125284655,"+","cg19478500",NA,NA,NA,NA,NA,NA,"chr6:125283124-125284389","S_Shore","STL","NR_026876","TSS1500","","DMR","","","","","TRUE",-0.930612884476587,-3.04239283216382,-5.2213954594904,4.62951145924066e-06,0.00504356457014774,4.05326617525328
"cg21674704","chr8",131455249,"-","cg21674704","rs72726233",0.015096,NA,NA,NA,NA,"chr8:131455248-131456285","Island","","","","","DMR","","8:131524212-131525381","","","",-0.518125718421382,-2.24668709036817,-5.22069317332882,4.64035093321174e-06,0.00504356457014774,4.05114714446405
"cg24917775","chr19",46526675,"-","cg24917775","rs2072563",0.329588,NA,NA,NA,NA,"chr19:46526046-46526334","S_Shore","PGLYRP1","NM_005091","TSS1500","","","","","19:46526571-46526725","Unclassified_Cell_type_specific","",-0.64041021451222,-1.2488878188802,-5.21917852888435,4.66381439747799e-06,0.00504356457014774,4.04657712373042
"cg08755703","chr16",54394989,"+","cg08755703",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.450662195775222,0.301247068344858,5.21894155791966,4.66749594134934e-06,0.00504356457014774,4.04586214980125
"cg24221738","chr4",166125552,"+","cg24221738",NA,NA,NA,NA,NA,NA,"chr4:166128385-166129255","N_Shelf","","","","","","","","","","",0.807491235927908,1.61904447382807,5.21865195533292,4.67199906847466e-06,0.00504356457014774,4.0449883865535
"cg19477977","chr2",235599692,"+","cg19477977",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-0.711108959679048,-3.30714802171219,-5.21558979227589,4.71987761714426e-06,0.0050602330906488,4.03575000594255
"cg25220979","chr17",47092272,"-","cg25220979","rs11079850",0.477869,NA,NA,NA,NA,"chr17:47091037-47091567","S_Shore","IGF2BP1;IGF2BP1","NM_006546;NM_001160423","Body;Body","","","TRUE","","17:47092258-47092357","Unclassified_Cell_type_specific","TRUE",0.598779973998421,0.652307997153819,5.21499586661382,4.72922004419258e-06,0.0050602330906488,4.03395827158773
"cg26169783","chr13",34371837,"+","cg26169783",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","DMR","","","","","",0.412894382628541,0.28089527850636,5.21494298948755,4.73005268617398e-06,0.0050602330906488,4.0337987553985
"cg11953516","chr2",27719501,"-","cg11953516",NA,NA,NA,NA,NA,NA,"chr2:27717681-27718337","S_Shore","FNDC4;GCKR","NM_022823;NM_001486","TSS1500;TSS1500","low-CpG:27572968-27573256","","","","","","",-0.55587758980539,-0.828415479650676,-5.21149144222079,4.78471833605947e-06,0.00510338917254343,4.0233869575335
"cg09600715","chr7",27229163,"+","cg09600715",NA,NA,NA,NA,NA,NA,"chr7:27227520-27229043","S_Shore","","","","","RDMR","","","","","TRUE",-0.48159329851509,-0.870172238787515,-5.21000562736428,4.80844280850804e-06,0.00511338420393119,4.01890527314743
"cg18113803","chr1",220977858,"+","cg18113803",NA,NA,NA,NA,NA,NA,"","OpenSea","MOSC1","NM_022746","Body","","","TRUE","","1:220976848-220977997","Unclassified_Cell_type_specific","",0.502433859954244,1.77929652648237,5.2062997971955,4.86812354894269e-06,0.00516144248122943,4.00772828509173
"cg00567703","chr12",54413101,"+","cg00567703",NA,NA,NA,NA,NA,NA,"chr12:54412990-54413346","Island","HOXC4;HOXC5;HOXC6","NM_014620;NR_003084;NM_153693","5'UTR;Body;5'UTR","","","","12:52699087-52699652","12:54413052-54413269","Unclassified_Cell_type_specific","",-0.690177679090459,-0.775064521231537,-5.20060319623088,4.96129747065603e-06,0.00524462141671768,3.99054970814592
"cg19679327","chr11",112279096,"-","cg19679327",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-0.438010925096484,0.0942613351044756,-5.19961560716266,4.97762910239765e-06,0.00524631798693388,3.98757188318536
"cg10947611","chr2",240220382,"+","cg10947611","rs72992617",0.164437,NA,NA,NA,NA,"","OpenSea","HDAC4","NM_006037","Body","","","TRUE","","2:240219938-240220628","Unclassified","",0.521873856063608,-0.013285208143672,5.19837693957107,4.99818802447013e-06,0.00525244688134915,3.98383713386408
"cg24460369","chr12",109549041,"+","cg24460369",NA,NA,NA,NA,NA,NA,"chr12:109548899-109549174","Island","","","","","","","12:108033283-108033557","12:109548798-109549226","Promoter_Associated_Cell_type_specific","TRUE",0.595126693827607,-0.0884721453606724,5.19727722699564,5.0165110398624e-06,0.00525619698645818,3.98052148278603
"cg18148255","chr12",89476250,"+","cg18148255",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.657114395402962,1.47437194031181,5.19633236441717,5.03230708667285e-06,0.00525728515569433,3.97767280488077
"cg24065807","chr14",22978729,"-","cg24065807","rs74038930",0.010512,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.849781319941873,1.63370303977581,5.19330549317066,5.08324196678422e-06,0.00527204677631912,3.96854766411177
"cg04949149","chr12",49505053,"+","cg04949149",NA,NA,NA,NA,NA,NA,"chr12:49504035-49504642","S_Shore","LMBR1L","NM_018113","TSS1500","","","","","12:49503601-49505193","Promoter_Associated","",0.453966832142086,-0.557712144425513,5.19224601255917,5.1011907272727e-06,0.00527204677631912,3.96535385719215
"cg04658357","chr17",18911043,"+","cg04658357","rs140071836",0.027,NA,NA,NA,NA,"chr17:18906909-18908243","S_Shelf","SLC5A10;SLC5A10","NM_001042450;NM_152351","Body;Body","","","","","","","",0.547071959394418,2.87501495750661,5.19122439575708,5.11855742716523e-06,0.00527204677631912,3.9622742993419
"cg23256343","chr15",30163825,"-","cg23256343",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","15:27950903-27951135","","","",0.79910958860033,1.38198619719743,5.19105043056747,5.12152052612716e-06,0.00527204677631912,3.96174990995497
"cg06404572","chr8",131374842,"+","cg06404572",NA,NA,NA,NA,NA,NA,"chr8:131370087-131371317","S_Shelf","ASAP1","NM_018482","Body","","","","","","","",0.655696878331915,2.78554001844995,5.19062595240606,5.1287576665963e-06,0.00527204677631912,3.9604704034987
"cg00263248","chr14",98444151,"+","cg00263248",NA,NA,NA,NA,NA,NA,"","OpenSea","C14orf64","NR_015430","Body","","","","","14:98444107-98445301","Unclassified_Cell_type_specific","",0.731253935596406,1.25444501714172,5.19024679793554,5.13523061764441e-06,0.00527204677631912,3.95932753203673
"cg09090724","chr3",132757267,"-","cg09090724",NA,NA,NA,NA,NA,NA,"chr3:132756985-132757895","Island","TMEM108;TMEM108;TMEM108;TMEM108","NM_001136469;NM_023943;NM_001136469;NM_023943","5'UTR;5'UTR;1stExon;1stExon","","DMR","TRUE","3:134239653-134240552","","","TRUE",-0.81497426173781,-4.82160277889421,-5.18287840386166,5.26264177003253e-06,0.00537784834667235,3.93712018181548
"cg12801030","chr1",203297311,"+","cg12801030",NA,NA,NA,NA,NA,NA,"chr1:203296277-203296929","S_Shore","","","","","","","","1:203296010-203297620","Promoter_Associated","",0.551867383809144,-0.959126521292491,5.18254510735928,5.26847835896265e-06,0.00537784834667235,3.93611580316667
"cg04192168","chr15",64806741,"-","cg04192168",NA,NA,NA,NA,NA,NA,"","OpenSea","ZNF609","NM_015042","Body","","","TRUE","","15:64806601-64806812","Unclassified_Cell_type_specific","",0.751669239360356,1.51537613941549,5.17969792780583,5.31859909932924e-06,0.0054134981032587,3.92753638479285
"cg13054007","chr13",81018323,"+","cg13054007",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.7199564395573,1.2962986169976,5.176124214077,5.38217771285092e-06,0.00546112083460351,3.91676888907484
"cg24481594","chr1",2190850,"+","cg24481594",NA,NA,NA,NA,NA,NA,"","OpenSea","SKI","NM_003036","Body","","","TRUE","","1:2190449-2190977","Promoter_Associated_Cell_type_specific","",0.693591023324978,2.13026628474786,5.17442659571433,5.41264230249866e-06,0.00546112083460351,3.91165448042899
"cg17972213","chr1",101704898,"+","cg17972213",NA,NA,NA,NA,NA,NA,"chr1:101701785-101702068","S_Shelf","S1PR1","NM_001400","Body","","","","1:101477470-101478193","1:101703211-101705552","Promoter_Associated","",0.721381435227919,1.08132376989312,5.17383792526484,5.42324607042451e-06,0.00546112083460351,3.9098810654086
"cg05921905","chr7",27142527,"+","cg05921905",NA,NA,NA,NA,NA,NA,"chr7:27143181-27143479","N_Shore","HOXA2","NM_006735","TSS200","","CDMR","","7:27109045-27109239","7:27141566-27143021","Unclassified_Cell_type_specific","",-0.817141869515245,-2.84786549422363,-5.17338361066584,5.43144372599006e-06,0.00546112083460351,3.90851243250311
"cg08820016","chr7",142554834,"+","cg08820016","rs8177114",0.04902,NA,NA,NA,NA,"chr7:142551879-142553186","S_Shore","EPHB6","NM_004445","5'UTR","","CDMR","","","","","",0.638249585313536,2.85731159776411,5.17279762368609,5.4420353865577e-06,0.00546112083460351,3.90674716550131
"cg10241697","chr13",99912133,"+","cg10241697",NA,NA,NA,NA,NA,NA,"","OpenSea","GPR18;UBAC2;UBAC2;UBAC2;GPR18","NM_005292;NM_001144072;NM_177967;NR_026644;NM_001098200","TSS1500;Body;Body;Body;TSS1500","","","","","","","",0.629314208175834,2.54095009291785,5.17105255426129,5.47369855171145e-06,0.00547569098819513,3.90149041289461
"cg04173396","chr8",61821400,"-","cg04173396",NA,NA,NA,NA,NA,NA,"chr8:61822358-61823028","N_Shore","","","","","","","","","","TRUE",-0.616144748067676,-1.00599563328112,-5.1703062264808,5.48729577337411e-06,0.00547569098819513,3.8992423130648
"cg11651615","chr2",85667381,"+","cg11651615",NA,NA,NA,NA,NA,NA,"chr2:85664694-85665055","S_Shelf","","","","","","","","","","",0.479960823894999,0.728168749240372,5.16708506363665,5.54636599957566e-06,0.00551917641206377,3.88954014974638
"cg20367304","chr4",154391944,"-","cg20367304",NA,NA,NA,NA,NA,NA,"chr4:154386834-154388183","S_Shelf","KIAA0922;KIAA0922","NM_015196;NM_001131007","Body;Body","","","","","","","",0.692851126882293,1.16230055916247,5.16602987771989,5.56585263783577e-06,0.00552313975756492,3.88636216077146
"cg27217253","chr17",8648562,"-","cg27217253",NA,NA,NA,NA,NA,NA,"chr17:8649003-8649513","N_Shore","CCDC42;CCDC42","NM_001158261;NM_144681","TSS1500;TSS1500","","","","17:8589244-8589330","","","",0.808051446472783,2.28039947309823,5.16456153424688,5.59308201579658e-06,0.00553474306310404,3.88194002747199
